reference,comparison,variable,variable_type,reference_mean,comparison_mean,mean_delta,reference_missing_rate,comparison_missing_rate,missing_rate_delta,standardized_mean_difference,wasserstein_distance,wasserstein_over_clean_sd,ks_statistic,prevalence_delta,bernoulli_js_divergence,absolute_effect
other_hospitals,1,ddi_qt_multidrug_load,count,0.7639900344959755,0.6955667789001122,-0.06842325559586326,0.0,0.0,0.0,-0.08665238615454796,0.06940793308494847,0.0873990796724982,0.047599305520603596,,,0.08665238615454796
other_hospitals,1,active_drug_count,count,6.092851667305481,5.903759820426487,-0.18909184687899394,0.0,0.0,0.0,-0.08370547939951763,0.1895439639786133,0.08167795755740732,0.043012747465283496,,,0.08370547939951763
other_hospitals,1,qt_drug_load_v3,count,0.8594288999616712,0.7895622895622896,-0.06986661039938158,0.0,0.0,0.0,-0.08294033204403918,0.06997458508254478,0.08240629720726392,0.04306770270741139,,,0.08294033204403918
other_hospitals,1,cumulative_adr_burden,continuous,1.9107704101188197,1.8306060606060606,-0.08016434951275908,0.0,0.0,0.0,-0.05168623242842291,0.08035283631425191,0.051304927181295416,0.029757564572947204,,,0.05168623242842291
other_hospitals,1,serotonergic_load,count,0.6616519739363741,0.6245791245791246,-0.03707284935724953,0.0,0.0,0.0,-0.051047121047450794,0.03925922914679786,0.05360199899616364,0.021121633265494266,,,0.051047121047450794
other_hospitals,1,nephrotoxin_load,count,1.12878497508624,1.0914702581369249,-0.037314716949315097,0.0,0.0,0.0,-0.04367993430965736,0.03731471694931518,0.04350647304087531,0.021831642088445458,,,0.04367993430965736
other_hospitals,1,cyp_inhibitor_load,count,0.2266193944039862,0.20763187429854096,-0.018987520105445244,0.0,0.0,0.0,-0.04325913280768969,0.018987520105445244,0.04227704032333549,0.015303905715302157,,,0.04325913280768969
other_hospitals,1,baseline_egfr,continuous,74.51837868915294,75.35019640852974,0.8318177193768008,0.0,0.0,0.0,0.042011772089281724,0.8471763007185265,0.042901104857337814,0.023373830292189868,,,0.042011772089281724
other_hospitals,1,baseline_potassium,continuous,4.26603967037179,4.253731762065096,-0.012307908306694593,0.0,0.0,0.0,-0.034488258375575724,0.012650222466563322,0.035338090307139886,0.01711667589398519,,,0.034488258375575724
other_hospitals,1,bleeding_risk_load,count,1.3188961287849752,1.2856341189674523,-0.03326200981752292,0.0,0.0,0.0,-0.03347701296380869,0.03431551578989939,0.03432750145091987,0.010148437227778029,,,0.03347701296380869
other_hospitals,1,cns_depressant_load,count,0.620927558451514,0.5990460157126823,-0.021881542738831694,0.0,0.0,0.0,-0.030352373810360513,0.021881542738831583,0.030107523097711683,0.013302287385588696,,,0.030352373810360513
other_hospitals,1,hospital_contact,binary,0.278171713300115,0.2564534231200898,-0.02171829018002519,0.0,0.0,0.0,-0.04908935777802879,0.021718290180025246,0.04846767647407504,0.021718290180025246,-0.02171829018002519,0.00030110292451984797,0.02171829018002519
other_hospitals,1,age,continuous,66.00460904561136,66.2496632996633,0.24505425405193648,0.0,0.0,0.0,0.020634637307505227,0.3337474119414838,0.0279062298926642,0.014807587824069324,,,0.020634637307505227
other_hospitals,1,benzodiazepine,binary,0.20505940973553086,0.18574635241301907,-0.01931305732251179,0.0,0.0,0.0,-0.048722003785848865,0.019313057322511762,0.047834786681681375,0.019313057322511762,-0.01931305732251179,0.0002966518211185501,0.01931305732251179
other_hospitals,1,acei_arb,binary,0.5543311613645074,0.5356341189674523,-0.018697042397055164,0.0,0.0,0.0,-0.03755295688100056,0.01869704239705522,0.037616824581832554,0.01869704239705522,-0.018697042397055164,0.00017622663542759317,0.018697042397055164
