hospital_id,variable,variable_type,n_patients,missing_rate,prevalence,n_complete,mean,std,median,q05,q25,q75,q95
1,age,continuous,3564,0.0,,3564,66.2496632996633,11.79154152883546,66.2,46.9,58.2,74.5,85.5
1,alcohol_use,binary,3564,0.0,0.12261503928170595,3564,0.12261503928170595,0.3279948039583122,0.0,0.0,0.0,0.0,1.0
1,baseline_alt_ast,continuous,3564,0.0,,3564,24.848400673400672,10.063078843154619,24.15,8.815000000000001,18.0,31.125,42.0
1,baseline_egfr,continuous,3564,0.0,,3564,75.35019640852974,19.85193911166892,75.5,42.415,61.775,88.9,107.2
1,baseline_mood_vulnerability,binary,3564,0.0,0.11419753086419752,3564,0.11419753086419752,0.31805102547974623,0.0,0.0,0.0,0.0,1.0
1,baseline_potassium,continuous,3564,0.0,,3564,4.253731762065096,0.3557644460418859,4.25,3.68,4.01,4.49,4.85
1,baseline_qt_risk,binary,3564,0.0,0.07856341189674523,3564,0.07856341189674523,0.26905613207635243,0.0,0.0,0.0,0.0,1.0
1,baseline_sodium,continuous,3564,0.0,,3564,138.94913019079686,2.514801709577453,138.9,134.7,137.3,140.7,143.1
1,ckd,binary,3564,0.0,0.0931537598204265,3564,0.0931537598204265,0.29064778831387106,0.0,0.0,0.0,0.0,1.0
1,depression_history,binary,3564,0.0,0.10914702581369248,3564,0.10914702581369248,0.31182359206724175,0.0,0.0,0.0,0.0,1.0
1,diabetes,binary,3564,0.0,0.16610549943883277,3564,0.16610549943883277,0.37217531150656497,0.0,0.0,0.0,0.0,1.0
1,frailty,binary,3564,0.0,0.035072951739618406,3564,0.035072951739618406,0.18396423509989326,0.0,0.0,0.0,0.0,0.0
1,heart_failure,binary,3564,0.0,0.08080808080808081,3564,0.08080808080808081,0.2725401527925665,0.0,0.0,0.0,0.0,1.0
1,infection,binary,3564,0.0,0.08810325476992144,3564,0.08810325476992144,0.28344500572221726,0.0,0.0,0.0,0.0,1.0
1,liver_disease,binary,3564,0.0,0.05864197530864197,3564,0.05864197530864197,0.2349533869526945,0.0,0.0,0.0,0.0,1.0
1,monitoring_intensity,continuous,3564,0.0,,3564,0.3940297418630752,0.1978850044476104,0.378,0.09515000000000001,0.23875,0.535,0.739
1,polypharmacy_burden,count,3564,0.0,,3564,4.904040404040404,2.269644373707864,5.0,2.0,3.0,6.0,9.0
1,sex_female,binary,3564,0.0,0.5269360269360269,3564,0.5269360269360269,0.4992739232654772,1.0,0.0,0.0,1.0,1.0
1,acei_arb,binary,3564,0.0,0.5356341189674523,3564,0.5356341189674523,0.4987285930898823,1.0,0.0,0.0,1.0,1.0
1,aminoglycoside,binary,3564,0.0,0.05667789001122334,3564,0.05667789001122334,0.2312260945375738,0.0,0.0,0.0,0.0,1.0
1,antibiotic_hepatic_risk,binary,3564,0.0,0.2112794612794613,3564,0.2112794612794613,0.40821618111108965,0.0,0.0,0.0,0.0,1.0
1,anticholinergic,binary,3564,0.0,0.15151515151515152,3564,0.15151515151515152,0.3585502898848253,0.0,0.0,0.0,0.0,1.0
1,anticoagulant,binary,3564,0.0,0.27048260381593714,3564,0.27048260381593714,0.444209145390871,0.0,0.0,0.0,1.0,1.0
1,antiplatelet,binary,3564,0.0,0.30331088664421996,3564,0.30331088664421996,0.4596883647508572,0.0,0.0,0.0,1.0,1.0
1,benzodiazepine,binary,3564,0.0,0.18574635241301907,3564,0.18574635241301907,0.3889018449149832,0.0,0.0,0.0,0.0,1.0
1,beta_blocker,binary,3564,0.0,0.3319304152637486,3564,0.3319304152637486,0.4709061633559112,0.0,0.0,0.0,1.0,1.0
1,contrast_agent,binary,3564,0.0,0.18378226711560045,3564,0.18378226711560045,0.3873065264224843,0.0,0.0,0.0,0.0,1.0
1,corticosteroid,binary,3564,0.0,0.18490460157126823,3564,0.18490460157126823,0.3882201564692884,0.0,0.0,0.0,0.0,1.0
1,diuretic,binary,3564,0.0,0.45258136924803594,3564,0.45258136924803594,0.4977463947208547,0.0,0.0,0.0,1.0,1.0
1,hepatotoxic_drug_A,binary,3564,0.0,0.11307519640852974,3564,0.11307519640852974,0.31668469550280165,0.0,0.0,0.0,0.0,1.0
1,herbal_exposure,binary,3564,0.0,0.1366442199775533,3564,0.1366442199775533,0.34347136288820257,0.0,0.0,0.0,0.0,1.0
1,nsaid,binary,3564,0.0,0.265993265993266,3564,0.265993265993266,0.4418606663185824,0.0,0.0,0.0,1.0,1.0
1,opioid,binary,3564,0.0,0.17424242424242425,3564,0.17424242424242425,0.37931781112484986,0.0,0.0,0.0,0.0,1.0
1,ppi,binary,3564,0.0,0.3872053872053872,3564,0.3872053872053872,0.4871112555921012,0.0,0.0,0.0,1.0,1.0
1,qt_prolonging_drug,binary,3564,0.0,0.12373737373737374,3564,0.12373737373737374,0.32928169714994976,0.0,0.0,0.0,0.0,1.0
1,snri,binary,3564,0.0,0.10325476992143659,3564,0.10325476992143659,0.3042913446187844,0.0,0.0,0.0,0.0,1.0
1,ssri,binary,3564,0.0,0.2609427609427609,3564,0.2609427609427609,0.43914876346669823,0.0,0.0,0.0,1.0,1.0
1,thiazide,binary,3564,0.0,0.2000561167227834,3564,0.2000561167227834,0.40004208139217484,0.0,0.0,0.0,0.0,1.0
1,valproate_like_drug,binary,3564,0.0,0.08754208754208755,3564,0.08754208754208755,0.28262779490145873,0.0,0.0,0.0,0.0,1.0
1,anticholinergic_burden,binary,3564,0.0,0.10016835016835017,3564,0.10016835016835017,0.30022433577726665,0.0,0.0,0.0,0.0,1.0
1,cardiac_repolarization_delay,binary,3564,0.0,0.16245791245791247,3564,0.16245791245791247,0.36887035546073604,0.0,0.0,0.0,0.0,1.0
1,cholestatic_pattern,binary,3564,0.0,0.11503928170594838,3564,0.11503928170594838,0.31906934257387976,0.0,0.0,0.0,0.0,1.0
1,cns_sedation,binary,3564,0.0,0.14983164983164984,3564,0.14983164983164984,0.3569063274031097,0.0,0.0,0.0,0.0,1.0
1,coagulation_impairment,binary,3564,0.0,0.15432098765432098,3564,0.15432098765432098,0.36125617008393907,0.0,0.0,0.0,0.0,1.0
1,electrolyte_disturbance,binary,3564,0.0,0.09708193041526375,3564,0.09708193041526375,0.29606929797280507,0.0,0.0,0.0,0.0,1.0
1,fatigue_pathway,binary,3564,0.0,0.09792368125701459,3564,0.09792368125701459,0.2972114296356875,0.0,0.0,0.0,0.0,1.0
1,gastric_mucosal_injury,binary,3564,0.0,0.11251402918069585,3564,0.11251402918069585,0.31599782027447815,0.0,0.0,0.0,0.0,1.0
1,gastric_protection,binary,3564,0.0,0.10970819304152638,3564,0.10970819304152638,0.31252568761797733,0.0,0.0,0.0,0.0,1.0
1,hepatic_metabolic_stress,binary,3564,0.0,0.13468013468013468,3564,0.13468013468013468,0.34138159880502555,0.0,0.0,0.0,0.0,1.0
1,hepatocellular_injury,binary,3564,0.0,0.08754208754208755,3564,0.08754208754208755,0.28262779490145873,0.0,0.0,0.0,0.0,1.0
1,monoamine_disruption,binary,3564,0.0,0.09062850729517397,3564,0.09062850729517397,0.28708009502684534,0.0,0.0,0.0,0.0,1.0
1,nephrotoxic_stress,binary,3564,0.0,0.1282267115600449,3564,0.1282267115600449,0.33434207333589044,0.0,0.0,0.0,0.0,1.0
1,oxidative_hepatic_stress,binary,3564,0.0,0.08108866442199776,3564,0.08108866442199776,0.2729712309461464,0.0,0.0,0.0,0.0,1.0
1,platelet_inhibition,binary,3564,0.0,0.10409652076318743,3564,0.10409652076318743,0.3053857153309348,0.0,0.0,0.0,0.0,1.0
1,potassium_retention,binary,3564,0.0,0.14281705948372614,3564,0.14281705948372614,0.34988619150253414,0.0,0.0,0.0,0.0,1.0
1,psychomotor_impairment,binary,3564,0.0,0.10578002244668912,3564,0.10578002244668912,0.30755586370262405,0.0,0.0,0.0,0.0,1.0
1,reduced_renal_perfusion,binary,3564,0.0,0.1717171717171717,3564,0.1717171717171717,0.37713443843625194,0.0,0.0,0.0,0.0,1.0
1,serotonergic_shift,binary,3564,0.0,0.13720538720538722,3564,0.13720538720538722,0.3440640477108978,0.0,0.0,0.0,0.0,1.0
1,sleep_disruption,binary,3564,0.0,0.07716049382716049,3564,0.07716049382716049,0.2668459331140522,0.0,0.0,0.0,0.0,1.0
1,sodium_water_imbalance,binary,3564,0.0,0.10297418630751964,3564,0.10297418630751964,0.3039251606264672,0.0,0.0,0.0,0.0,1.0
1,tubular_injury,binary,3564,0.0,0.10493827160493827,3564,0.10493827160493827,0.30647386635324464,0.0,0.0,0.0,0.0,1.0
1,volume_depletion,binary,3564,0.0,0.122334455667789,3564,0.122334455667789,0.3276716903002985,0.0,0.0,0.0,0.0,1.0
1,alt_ast_rise,binary,3564,0.0,0.057800224466891134,3564,0.057800224466891134,0.2333652898750543,0.0,0.0,0.0,0.0,1.0
1,anhedonia_like_symptom,binary,3564,0.0,0.0409652076318743,3564,0.0409652076318743,0.1982096349715415,0.0,0.0,0.0,0.0,0.0
1,bilirubin_rise,binary,3564,0.0,0.01655443322109989,3564,0.01655443322109989,0.12759460788696378,0.0,0.0,0.0,0.0,0.0
1,cognitive_slowing,binary,3564,0.0,0.06734006734006734,3564,0.06734006734006734,0.2506100210899447,0.0,0.0,0.0,0.0,1.0
1,confusion_state,binary,3564,0.0,0.06818181818181818,3564,0.06818181818181818,0.25205764787294127,0.0,0.0,0.0,0.0,1.0
1,creatinine_rise,binary,3564,0.0,0.14702581369248036,3564,0.14702581369248036,0.3541316475557422,0.0,0.0,0.0,0.0,1.0
1,dehydration,binary,3564,0.0,0.11307519640852974,3564,0.11307519640852974,0.31668469550280165,0.0,0.0,0.0,0.0,1.0
1,dizziness,binary,3564,0.0,0.14281705948372614,3564,0.14281705948372614,0.34988619150253414,0.0,0.0,0.0,0.0,1.0
1,fatigue_symptom,binary,3564,0.0,0.18967452300785634,3564,0.18967452300785634,0.39204349035483105,0.0,0.0,0.0,0.0,1.0
1,gi_irritation,binary,3564,0.0,0.09511784511784512,3564,0.09511784511784512,0.2933776417145362,0.0,0.0,0.0,0.0,1.0
1,hyperkalemia_state,binary,3564,0.0,0.06313131313131314,3564,0.06313131313131314,0.2431989934881089,0.0,0.0,0.0,0.0,1.0
1,hyponatremia_state,binary,3564,0.0,0.06902356902356903,3564,0.06902356902356903,0.25349421283890805,0.0,0.0,0.0,0.0,1.0
1,hypotension,binary,3564,0.0,0.0968013468013468,3564,0.0968013468013468,0.2956870745548277,0.0,0.0,0.0,0.0,1.0
1,jaundice,binary,3564,0.0,0.008417508417508417,3564,0.008417508417508417,0.09136002391390664,0.0,0.0,0.0,0.0,0.0
1,mood_lowering,binary,3564,0.0,0.08221099887766554,3564,0.08221099887766554,0.2746859125277487,0.0,0.0,0.0,0.0,1.0
1,nausea,binary,3564,0.0,0.10325476992143659,3564,0.10325476992143659,0.3042913446187844,0.0,0.0,0.0,0.0,1.0
1,occult_bleeding,binary,3564,0.0,0.030303030303030304,3564,0.030303030303030304,0.17141982574219336,0.0,0.0,0.0,0.0,0.0
1,overt_bleeding,binary,3564,0.0,0.026094276094276093,3564,0.026094276094276093,0.15941569825268712,0.0,0.0,0.0,0.0,0.0
1,qt_prolongation_state,binary,3564,0.0,0.04405162738496072,3564,0.04405162738496072,0.20520984749689108,0.0,0.0,0.0,0.0,0.0
1,sedation_state,binary,3564,0.0,0.12626262626262627,3564,0.12626262626262627,0.3321451120698461,0.0,0.0,0.0,0.0,1.0
1,sleep_disturbance_symptom,binary,3564,0.0,0.12570145903479238,3564,0.12570145903479238,0.331512597394604,0.0,0.0,0.0,0.0,1.0
1,adr_reported,binary,3564,0.0,0.03956228956228956,3564,0.03956228956228956,0.19492848639149463,0.0,0.0,0.0,0.0,0.0
